Indian Stock Market Report - 2026-06-03

Coming Week Sector Outlook
- The IT sector appears weak due to significant declines in major IT stocks, which dragged the Sensex and Nifty lower.
170. BHAGCHEM         74.4%   Close: ₹233.84   Delivery Qty: 58,934
171. VMART            74.4%   Close: ₹684.95   Delivery Qty: 214,938
172. A2ZINFRA         74.0%   Close: ₹14.69   Delivery Qty: 163,666
173. CCCL             74.0%   Close: ₹14.78   Delivery Qty: 124,180
174. RVHL             74.0%   Close: ₹36.41   Delivery Qty: 12,423
175. QUALITY30        74.0%   Close: ₹20.18   Delivery Qty: 21,274
176. KOTARISUG        73.9%   Close: ₹25.16   Delivery Qty: 29,116
177. HEALTHY          73.8%   Close: ₹15.71   Delivery Qty: 151,169
178. PRADPME          73.7%   Close: ₹443.90   Delivery Qty: 9,625
179. PUNJABCHEM       73.6%   Close: ₹964.20   Delivery Qty: 13,541
180. INDOCO           73.6%   Close: ₹207.43   Delivery Qty: 98,562
181. SURANAT&P        73.3%   Close: ₹17.94   Delivery Qty: 51,630
182. GINNIFILA        73.1%   Close: ₹42.61   Delivery Qty: 15,856
183. IVALUE           73.1%   Close: ₹232.71   Delivery Qty: 75,563
184. JHS              73.0%   Close: ₹8.83   Delivery Qty: 12,207
185. REPL             72.9%   Close: ₹65.16   Delivery Qty: 7,352
186. MAKEINDIA        72.8%   Close: ₹160.12   Delivery Qty: 15,693
187. SHALPAINTS       72.8%   Close: ₹48.17   Delivery Qty: 33,301
188. BLKASHYAP        72.7%   Close: ₹53.51   Delivery Qty: 106,569
189. ANTGRAPHIC       72.7%   Close: ₹0.82   Delivery Qty: 48,804
190. CARERATING       72.7%   Close: ₹1622.60   Delivery Qty: 26,742
191. 3IINFOLTD        72.7%   Close: ₹17.16   Delivery Qty: 115,344
192. SONAMLTD         72.4%   Close: ₹59.07   Delivery Qty: 150,502
193. LTGILTCASE       72.2%   Close: ₹29.79   Delivery Qty: 63,835
194. VIRINCHI         72.2%   Close: ₹15.72   Delivery Qty: 85,707
195. SARLAPOLY        72.2%   Close: ₹97.06   Delivery Qty: 66,907
196. CASTROLIND       72.1%   Close: ₹183.43   Delivery Qty: 483,910
197. SRTL             72.0%   Close: ₹41.97   Delivery Qty: 47,259
198. PANACHE          72.0%   Close: ₹344.60   Delivery Qty: 8,420
199. BAJAJST          71.9%   Close: ₹377.40   Delivery Qty: 8,627
200. IGPL             71.8%   Close: ₹439.95   Delivery Qty: 33,657
201. INDTERRAIN       71.7%   Close: ₹32.50   Delivery Qty: 8,499
202. RBA              71.6%   Close: ₹68.01   Delivery Qty: 1,143,529
203. PATINTLOG        71.5%   Close: ₹13.54   Delivery Qty: 67,508
204. CONSUMER         71.4%   Close: ₹10.86   Delivery Qty: 54,956
205. DIGIDRIVE        71.4%   Close: ₹18.68   Delivery Qty: 23,351
206. GOCLCORP         71.3%   Close: ₹418.10   Delivery Qty: 252,816
207. HCG              71.3%   Close: ₹634.75   Delivery Qty: 108,864
208. JAYSREETEA       71.2%   Close: ₹86.12   Delivery Qty: 41,406
209. MAHEPC           71.2%   Close: ₹114.21   Delivery Qty: 41,504
210. SMARTWORKS       71.2%   Close: ₹450.90   Delivery Qty: 70,833
211. RPPL             71.1%   Close: ₹18.52   Delivery Qty: 46,367
212. HDFCMID150       71.1%   Close: ₹22.47   Delivery Qty: 502,241
213. GROWWHOSPI       71.1%   Close: ₹50.18   Delivery Qty: 86,573
214. CIFL             71.0%   Close: ₹24.09   Delivery Qty: 131,382
215. TRUALT           71.0%   Close: ₹505.70   Delivery Qty: 778,027
216. BAYERCROP        71.0%   Close: ₹4399.30   Delivery Qty: 21,441
217. KIRLFER          71.0%   Close: ₹423.20   Delivery Qty: 17,632
218. AMBICAAGAR       70.9%   Close: ₹24.29   Delivery Qty: 8,248
219. PSUBANKADD       70.9%   Close: ₹82.67   Delivery Qty: 46,776
220. MANAKALUCO       70.8%   Close: ₹34.99   Delivery Qty: 21,818
221. SCHAND           70.7%   Close: ₹153.07   Delivery Qty: 33,321
222. UMIYA-MRO        70.7%   Close: ₹86.10   Delivery Qty: 10,502
223. ACL              70.7%   Close: ₹54.42   Delivery Qty: 15,313
224. PNGSREVA         70.7%   Close: ₹375.60   Delivery Qty: 61,133
225. STARCEMENT       70.6%   Close: ₹209.00   Delivery Qty: 251,994
226. XTGLOBAL         70.6%   Close: ₹31.05   Delivery Qty: 13,961
227. GROWWSC250       70.5%   Close: ₹9.72   Delivery Qty: 72,408
228. MANOMAY          70.5%   Close: ₹173.97   Delivery Qty: 10,468
229. SAMBHAAV         70.5%   Close: ₹6.58   Delivery Qty: 9,077
230. OMFREIGHT        70.3%   Close: ₹83.23   Delivery Qty: 24,721
231. ABSLAMC          70.3%   Close: ₹1033.30   Delivery Qty: 329,027
232. SUNPHARMA        70.2%   Close: ₹1788.50   Delivery Qty: 2,957,252
233. ECAPINSURE       70.2%   Close: ₹23.41   Delivery Qty: 56,983
234. PRAKASHSTL       70.2%   Close: ₹4.32   Delivery Qty: 93,574
235. KAJARIACER       70.1%   Close: ₹1110.20   Delivery Qty: 177,748
236. ANDHRAPAP        70.1%   Close: ₹62.32   Delivery Qty: 45,943
237. COMFINTE         70.1%   Close: ₹6.09   Delivery Qty: 289,076
238. QUESS            70.1%   Close: ₹211.12   Delivery Qty: 172,085
239. ALMONDZ          69.9%   Close: ₹13.73   Delivery Qty: 54,957
240. HDFCNIFIT        69.9%   Close: ₹31.65   Delivery Qty: 231,280
241. SHANTI           69.9%   Close: ₹6.37   Delivery Qty: 25,296
242. AURIGROW         69.9%   Close: ₹0.30   Delivery Qty: 4,331,268
243. OCCLLTD          69.8%   Close: ₹111.15   Delivery Qty: 39,911
244. PVSL             69.8%   Close: ₹97.88   Delivery Qty: 21,638
245. KRITIKA          69.7%   Close: ₹6.06   Delivery Qty: 65,965
246. TEXMOPIPES       69.7%   Close: ₹42.28   Delivery Qty: 18,789
247. INTERNET         69.7%   Close: ₹11.89   Delivery Qty: 77,340
248. DIVISLAB         69.6%   Close: ₹6576.50   Delivery Qty: 392,295
249. LANCORHOL        69.6%   Close: ₹23.83   Delivery Qty: 15,144
250. MAGNUM           69.5%   Close: ₹19.87   Delivery Qty: 8,561
251. SHYAMCENT        69.5%   Close: ₹5.01   Delivery Qty: 14,213
252. ODIGMA           69.5%   Close: ₹20.46   Delivery Qty: 116,850
253. HLVLTD           69.3%   Close: ₹7.87   Delivery Qty: 78,558
254. MURUDCERA        69.3%   Close: ₹31.47   Delivery Qty: 20,056
255. INFOMEDIA        69.3%   Close: ₹5.48   Delivery Qty: 17,453
256. ZEEMEDIA         69.2%   Close: ₹8.05   Delivery Qty: 525,303
257. AGROPHOS         69.2%   Close: ₹30.75   Delivery Qty: 12,055
258. DGCONTENT        69.0%   Close: ₹26.80   Delivery Qty: 15,980
259. MANAKSIA         69.0%   Close: ₹59.48   Delivery Qty: 11,754
260. STARPAPER        69.0%   Close: ₹141.94   Delivery Qty: 14,131
261. PFIZER           69.0%   Close: ₹4465.50   Delivery Qty: 12,422
262. UNIVASTU         69.0%   Close: ₹80.70   Delivery Qty: 139,180
263. DAVANGERE        68.9%   Close: ₹3.64   Delivery Qty: 9,898,466
264. ADVENTHTL        68.9%   Close: ₹135.46   Delivery Qty: 78,827
265. TREL             68.9%   Close: ₹25.59   Delivery Qty: 32,512
266. GROWWCAPM        68.7%   Close: ₹11.18   Delivery Qty: 579,435
267. GOYALALUM        68.7%   Close: ₹6.61   Delivery Qty: 51,510
268. SIGMA            68.6%   Close: ₹40.00   Delivery Qty: 63,193
269. RAJMET           68.5%   Close: ₹3.88   Delivery Qty: 359,828
270. BCPL             68.5%   Close: ₹78.21   Delivery Qty: 12,029
271. MGEL             68.5%   Close: ₹15.04   Delivery Qty: 317,642
272. NURECA           68.5%   Close: ₹234.90   Delivery Qty: 9,719
273. WSI              68.1%   Close: ₹68.59   Delivery Qty: 12,597
274. STANLEY          68.1%   Close: ₹143.59   Delivery Qty: 162,769
275. PATELRMART       68.0%   Close: ₹185.78   Delivery Qty: 37,409
276. AXISVALUE        68.0%   Close: ₹33.94   Delivery Qty: 35,968
277. ADVANIHOTR       67.9%   Close: ₹53.03   Delivery Qty: 11,041
278. METAL            67.9%   Close: ₹13.65   Delivery Qty: 2,758,809
279. NILASPACES       67.9%   Close: ₹12.55   Delivery Qty: 272,288
280. GANECOS          67.7%   Close: ₹931.95   Delivery Qty: 92,292
281. IT               67.7%   Close: ₹32.57   Delivery Qty: 1,164,955
282. BAIDFIN          67.4%   Close: ₹10.47   Delivery Qty: 46,546
283. WAKEFIT          67.3%   Close: ₹116.59   Delivery Qty: 1,687,372
284. BANKADD          67.3%   Close: ₹55.31   Delivery Qty: 43,322
285. DCMSRIND         67.1%   Close: ₹37.70   Delivery Qty: 105,766
286. INDOUS           67.0%   Close: ₹95.57   Delivery Qty: 33,013
287. LGBBROSLTD       67.0%   Close: ₹1536.70   Delivery Qty: 52,763
288. CONTROLPR        66.9%   Close: ₹620.10   Delivery Qty: 10,000
289. GRAUWEIL         66.8%   Close: ₹70.17   Delivery Qty: 155,674
290. PFS              66.7%   Close: ₹30.78   Delivery Qty: 211,830
291. GUJAPOLLO        66.7%   Close: ₹392.55   Delivery Qty: 14,116
292. TEAMLEASE        66.6%   Close: ₹1377.30   Delivery Qty: 12,366
293. ARCHIES          66.6%   Close: ₹14.38   Delivery Qty: 15,712
294. TNTELE           66.4%   Close: ₹9.26   Delivery Qty: 6,706
295. BRITANNIA        66.4%   Close: ₹5064.00   Delivery Qty: 222,056
296. IGCL             66.3%   Close: ₹57.49   Delivery Qty: 74,408
297. GFLLIMITED       66.2%   Close: ₹46.48   Delivery Qty: 15,445
298. SHOPERSTOP       66.2%   Close: ₹367.30   Delivery Qty: 81,857
299. MOMOMENTUM       66.0%   Close: ₹60.78   Delivery Qty: 27,594
300. GMMPFAUDLR       66.0%   Close: ₹767.55   Delivery Qty: 154,410
301. SMALL250         66.0%   Close: ₹16.99   Delivery Qty: 896,739
302. AONETMMQ50       65.9%   Close: ₹10.15   Delivery Qty: 35,062
303. SAURASHCEM       65.9%   Close: ₹59.32   Delivery Qty: 25,847
304. MCL              65.9%   Close: ₹60.78   Delivery Qty: 32,086
305. MUTHOOTMF        65.8%   Close: ₹180.10   Delivery Qty: 199,721
306. VIKASECO         65.8%   Close: ₹1.29   Delivery Qty: 949,314
307. ONWARDTEC        65.8%   Close: ₹259.80   Delivery Qty: 35,231
308. MNC              65.7%   Close: ₹32.49   Delivery Qty: 32,243
309. AMBIKCO          65.7%   Close: ₹1711.00   Delivery Qty: 7,413
310. DOLATALGO        65.7%   Close: ₹74.72   Delivery Qty: 135,439
311. GRINDWELL        65.6%   Close: ₹1867.00   Delivery Qty: 60,770
312. HDFCPSUBK        65.6%   Close: ₹82.75   Delivery Qty: 10,807
313. HOMEFIRST        65.5%   Close: ₹1064.40   Delivery Qty: 70,330
314. VETO             65.5%   Close: ₹121.59   Delivery Qty: 21,107
315. JTEKTINDIA       65.4%   Close: ₹123.85   Delivery Qty: 110,064
316. KAPSTON          65.4%   Close: ₹333.25   Delivery Qty: 11,001
317. MSPL             65.4%   Close: ₹41.15   Delivery Qty: 1,717,354
318. ORKLAINDIA       65.4%   Close: ₹619.30   Delivery Qty: 13,584
319. GROWWCHEM        65.4%   Close: ₹29.11   Delivery Qty: 16,055
320. WSTCSTPAPR       65.4%   Close: ₹520.60   Delivery Qty: 104,936
321. KRIDHANINF       65.3%   Close: ₹2.97   Delivery Qty: 66,526
322. RELTD            65.3%   Close: ₹123.35   Delivery Qty: 425,499
323. RANASUG          65.3%   Close: ₹12.38   Delivery Qty: 78,809
324. BMWVENTLTD       65.3%   Close: ₹58.73   Delivery Qty: 17,653
325. AJANTPHARM       65.2%   Close: ₹2929.20   Delivery Qty: 122,760
326. TARAPUR          65.2%   Close: ₹17.97   Delivery Qty: 46,388
327. ICICIGI          65.2%   Close: ₹1740.80   Delivery Qty: 463,590
328. ANMOL            65.2%   Close: ₹11.22   Delivery Qty: 33,302
329. TCIEXP           65.2%   Close: ₹516.70   Delivery Qty: 10,438
330. GLOBAL           65.1%   Close: ₹105.01   Delivery Qty: 56,360
331. BANKPSU          65.1%   Close: ₹82.66   Delivery Qty: 6,724
332. NAGREEKEXP       65.1%   Close: ₹27.80   Delivery Qty: 6,897
333. MHRIL            65.0%   Close: ₹211.98   Delivery Qty: 170,875
334. BLUSPRING        65.0%   Close: ₹78.79   Delivery Qty: 217,821
335. MAHLIFE          64.9%   Close: ₹334.70   Delivery Qty: 61,590
336. GHCL             64.9%   Close: ₹446.75   Delivery Qty: 168,388
337. ULTRACEMCO       64.9%   Close: ₹11101.00   Delivery Qty: 267,893
338. RAMAPHO          64.8%   Close: ₹119.07   Delivery Qty: 14,918
339. CANHLIFE         64.8%   Close: ₹135.13   Delivery Qty: 339,862
340. SSDL             64.8%   Close: ₹58.24   Delivery Qty: 17,677
341. BATLIBOI         64.8%   Close: ₹77.24   Delivery Qty: 10,159
342. DNAMEDIA         64.8%   Close: ₹2.94   Delivery Qty: 24,484
343. BESTAGRO         64.7%   Close: ₹16.31   Delivery Qty: 150,505
344. BIOFILCHEM       64.7%   Close: ₹34.24   Delivery Qty: 51,906
345. LAHOTIOV         64.7%   Close: ₹41.27   Delivery Qty: 14,069
346. PIRAMALFIN       64.6%   Close: ₹1928.80   Delivery Qty: 140,582
347. IIFLCAPS         64.6%   Close: ₹338.60   Delivery Qty: 100,378
348. TVSMOTOR         64.5%   Close: ₹3316.90   Delivery Qty: 546,272
349. NITCO            64.3%   Close: ₹95.84   Delivery Qty: 1,273,470
350. ITADD            64.3%   Close: ₹31.11   Delivery Qty: 159,955
351. MOVALUE          64.2%   Close: ₹117.06   Delivery Qty: 49,229
352. COUNCODOS        64.2%   Close: ₹4.87   Delivery Qty: 10,760
353. CIPLA            64.2%   Close: ₹1375.20   Delivery Qty: 976,283
354. DYNPRO           64.2%   Close: ₹256.00   Delivery Qty: 16,895
355. MADHAVIPL        64.2%   Close: ₹8.47   Delivery Qty: 72,239
356. JAGRAN           64.2%   Close: ₹77.44   Delivery Qty: 1,909,364
357. ASMS             64.1%   Close: ₹7.44   Delivery Qty: 296,553
358. BANK10ADD        64.1%   Close: ₹16.08   Delivery Qty: 21,301
359. KOTAKBANK        64.1%   Close: ₹381.00   Delivery Qty: 9,509,100
360. UNOMINDA         64.1%   Close: ₹1082.70   Delivery Qty: 633,245
361. AVROIND          64.0%   Close: ₹10.69   Delivery Qty: 143,190
362. MIDSMALL         64.0%   Close: ₹50.10   Delivery Qty: 166,318
363. MOCAPITAL        64.0%   Close: ₹53.14   Delivery Qty: 861,174
