Indian Stock Market Report - 2026-07-15

Coming Week Sector Outlook
- Banking and financial stocks appear relatively constructive going into the coming week, driven by their recent performance in leading market gains.
92. LCCINFOTEC       80.9%   Close: ₹4.53   Delivery Qty: 21,174
93. GENUSPAPER       80.8%   Close: ₹11.72   Delivery Qty: 42,891
94. SOLARWORLD       80.7%   Close: ₹207.66   Delivery Qty: 259,875
95. HCG              80.6%   Close: ₹646.85   Delivery Qty: 1,025,551
96. KENNAMET         80.2%   Close: ₹2848.80   Delivery Qty: 27,570
97. RKSWAMY          80.2%   Close: ₹102.03   Delivery Qty: 15,267
98. AARNAV           80.2%   Close: ₹26.13   Delivery Qty: 11,055
99. HTMEDIA          80.1%   Close: ₹27.41   Delivery Qty: 279,572
100. COMPUSOFT        80.0%   Close: ₹12.94   Delivery Qty: 14,838
101. JLHL             79.9%   Close: ₹1499.80   Delivery Qty: 39,639
102. SHREERAMA        79.8%   Close: ₹42.37   Delivery Qty: 22,778
103. CREATIVEYE       79.7%   Close: ₹5.86   Delivery Qty: 8,162
104. ELM250           79.6%   Close: ₹16.54   Delivery Qty: 9,207
105. RAMANEWS         79.6%   Close: ₹28.95   Delivery Qty: 25,512
106. BIRLAPREC        79.5%   Close: ₹35.76   Delivery Qty: 51,236
107. ENERGYDEV        79.4%   Close: ₹17.01   Delivery Qty: 23,952
108. AMBICAAGAR       79.3%   Close: ₹25.23   Delivery Qty: 9,866
109. ENIL             79.0%   Close: ₹105.52   Delivery Qty: 21,088
110. SECURKLOUD       79.0%   Close: ₹18.05   Delivery Qty: 14,211
111. SUKHJITS         79.0%   Close: ₹164.76   Delivery Qty: 14,962
112. TRU              78.9%   Close: ₹5.08   Delivery Qty: 40,800
113. BLBLIMITED       78.8%   Close: ₹15.76   Delivery Qty: 17,508
114. ROSSELLIND       78.8%   Close: ₹56.83   Delivery Qty: 18,262
115. SBIMIDMOM        78.8%   Close: ₹62.98   Delivery Qty: 40,699
116. ORCHASP          78.6%   Close: ₹1.76   Delivery Qty: 891,295
117. MURUDCERA        78.6%   Close: ₹31.25   Delivery Qty: 10,982
118. HDFCNIFBAN       78.3%   Close: ₹59.44   Delivery Qty: 110,462
119. SADBHAV          78.3%   Close: ₹8.18   Delivery Qty: 97,279
120. 3IINFOLTD        78.3%   Close: ₹18.07   Delivery Qty: 175,753
121. BTML             78.3%   Close: ₹6.31   Delivery Qty: 86,193
122. HCL-INSYS        78.2%   Close: ₹11.94   Delivery Qty: 53,232
123. VCL              78.1%   Close: ₹1.24   Delivery Qty: 111,452
124. REGENCERAM       78.1%   Close: ₹40.10   Delivery Qty: 9,398
125. USK              78.0%   Close: ₹22.29   Delivery Qty: 16,212
126. RKEC             77.9%   Close: ₹26.76   Delivery Qty: 12,908
127. MNC              77.8%   Close: ₹33.28   Delivery Qty: 54,197
128. BECTORFOOD       77.6%   Close: ₹168.97   Delivery Qty: 4,684,119
129. QUALITY30        77.5%   Close: ₹20.20   Delivery Qty: 199,308
130. PRAKASHSTL       77.4%   Close: ₹4.05   Delivery Qty: 92,348
131. SIKKO            77.3%   Close: ₹3.92   Delivery Qty: 228,407
132. MARATHON         77.2%   Close: ₹396.30   Delivery Qty: 44,475
133. GREENLAM         77.1%   Close: ₹252.45   Delivery Qty: 110,146
134. TEXINFRA         76.9%   Close: ₹114.02   Delivery Qty: 57,355
135. GROWWHOSPI       76.9%   Close: ₹54.46   Delivery Qty: 862,786
136. CIFL             76.8%   Close: ₹21.64   Delivery Qty: 46,392
137. KSB              76.8%   Close: ₹917.75   Delivery Qty: 110,179
138. LEXUS            76.8%   Close: ₹13.54   Delivery Qty: 10,043
139. SINCLAIR         76.8%   Close: ₹76.20   Delivery Qty: 10,953
140. ANTHEM           76.8%   Close: ₹750.80   Delivery Qty: 981,445
141. LANCORHOL        76.7%   Close: ₹27.17   Delivery Qty: 32,331
142. GROWWCHEM        76.7%   Close: ₹29.95   Delivery Qty: 64,976
143. BRNL             76.7%   Close: ₹18.03   Delivery Qty: 18,938
144. SUVIDHAA         76.7%   Close: ₹2.54   Delivery Qty: 109,489
145. ABCOTS           76.7%   Close: ₹206.63   Delivery Qty: 15,621
146. LAL              76.5%   Close: ₹8.83   Delivery Qty: 9,786
147. ORICONENT        76.5%   Close: ₹57.67   Delivery Qty: 33,937
148. KRITIKA          76.3%   Close: ₹5.65   Delivery Qty: 111,902
149. DUCON            76.1%   Close: ₹3.03   Delivery Qty: 119,616
150. HDFCNEXT50       76.0%   Close: ₹73.61   Delivery Qty: 251,561
151. MOMIDMTM         76.0%   Close: ₹63.75   Delivery Qty: 36,029
152. ARCHIDPLY        76.0%   Close: ₹81.82   Delivery Qty: 7,681
153. RELIABLE         75.8%   Close: ₹148.42   Delivery Qty: 21,027
154. LINC             75.7%   Close: ₹107.65   Delivery Qty: 16,667
155. PSUBANK          75.7%   Close: ₹83.90   Delivery Qty: 1,355,633
156. RPPINFRA         75.6%   Close: ₹64.92   Delivery Qty: 10,883
157. AIRAN            75.6%   Close: ₹15.62   Delivery Qty: 35,393
158. ERIS             75.5%   Close: ₹1459.70   Delivery Qty: 110,946
159. ASIANHOTNR       75.5%   Close: ₹305.40   Delivery Qty: 14,587
160. ALKEM            75.4%   Close: ₹5659.00   Delivery Qty: 160,682
161. JBCHEPHARM       75.3%   Close: ₹2506.00   Delivery Qty: 540,682
162. PIRAMALFIN       75.2%   Close: ₹2170.00   Delivery Qty: 887,506
163. TNTELE           75.1%   Close: ₹9.32   Delivery Qty: 53,350
164. PSUBANKADD       75.1%   Close: ₹84.80   Delivery Qty: 48,958
165. DCMSRIND         75.1%   Close: ₹40.35   Delivery Qty: 59,313
166. PGHL             74.9%   Close: ₹6867.00   Delivery Qty: 16,872
167. AKSHAR           74.8%   Close: ₹0.43   Delivery Qty: 297,922
168. UMIYA-MRO        74.6%   Close: ₹88.90   Delivery Qty: 15,740
169. BNALTD           74.6%   Close: ₹449.65   Delivery Qty: 7,734
170. RUCHINFRA        74.6%   Close: ₹5.79   Delivery Qty: 7,694
171. WPIL             74.6%   Close: ₹458.60   Delivery Qty: 31,782
172. TGBHOTELS        74.6%   Close: ₹8.91   Delivery Qty: 29,282
173. TOP100CASE       74.5%   Close: ₹10.50   Delivery Qty: 1,364,371
174. NAVNETEDUL       74.4%   Close: ₹150.45   Delivery Qty: 210,266
175. VIDHIING         74.4%   Close: ₹313.05   Delivery Qty: 64,926
176. INTLCONV         74.2%   Close: ₹79.29   Delivery Qty: 19,621
177. RANASUG          74.2%   Close: ₹11.93   Delivery Qty: 91,477
178. SPCENET          74.0%   Close: ₹3.81   Delivery Qty: 432,255
179. VOLTAMP          74.0%   Close: ₹9410.00   Delivery Qty: 43,951
180. HEALTHX          74.0%   Close: ₹330.50   Delivery Qty: 8,345
181. EVINDIA          73.9%   Close: ₹31.34   Delivery Qty: 97,647
182. MAFATIND         73.9%   Close: ₹135.20   Delivery Qty: 49,298
183. BORANA           73.6%   Close: ₹303.05   Delivery Qty: 15,906
184. WCIL             73.6%   Close: ₹95.28   Delivery Qty: 29,142
185. AONETOTAL        73.3%   Close: ₹11.85   Delivery Qty: 141,963
186. PRABHA           73.2%   Close: ₹148.73   Delivery Qty: 7,441
187. GMRAIRPORT       73.2%   Close: ₹111.82   Delivery Qty: 12,682,263
188. UMESLTD          73.1%   Close: ₹5.75   Delivery Qty: 11,224
189. MAKEINDIA        73.1%   Close: ₹161.97   Delivery Qty: 8,608
190. ALANKIT          73.0%   Close: ₹8.04   Delivery Qty: 68,347
191. ALPA             72.7%   Close: ₹71.66   Delivery Qty: 16,190
192. ABSLNN50ET       72.7%   Close: ₹75.65   Delivery Qty: 19,556
193. DTIL             72.7%   Close: ₹136.84   Delivery Qty: 13,316
194. VIRINCHI         72.6%   Close: ₹15.40   Delivery Qty: 39,067
195. AEROENTER        72.6%   Close: ₹120.55   Delivery Qty: 552,465
196. UNITECH          72.5%   Close: ₹4.56   Delivery Qty: 1,271,795
197. CHOLAHLDNG       72.4%   Close: ₹1598.80   Delivery Qty: 157,033
198. GMMPFAUDLR       72.4%   Close: ₹788.50   Delivery Qty: 143,798
199. ENDURANCE        72.3%   Close: ₹2746.20   Delivery Qty: 226,758
200. INFOMEDIA        72.2%   Close: ₹5.60   Delivery Qty: 16,835
201. BRIGHOTEL        72.2%   Close: ₹62.67   Delivery Qty: 165,386
202. ITADD            72.1%   Close: ₹30.17   Delivery Qty: 30,515
203. JUNIPER          72.1%   Close: ₹196.36   Delivery Qty: 49,327
204. SOMANYCERA       72.1%   Close: ₹528.75   Delivery Qty: 95,547
205. SURANAT&P        72.1%   Close: ₹18.12   Delivery Qty: 25,375
206. NILAINFRA        71.8%   Close: ₹7.13   Delivery Qty: 60,122
207. CSLFINANCE       71.8%   Close: ₹217.87   Delivery Qty: 25,968
208. MUTHOOTCAP       71.7%   Close: ₹228.71   Delivery Qty: 12,309
209. GAYAHWS          71.7%   Close: ₹1.92   Delivery Qty: 115,858
210. GRAUWEIL         71.7%   Close: ₹79.44   Delivery Qty: 315,576
211. VARDMNPOLY       71.6%   Close: ₹6.26   Delivery Qty: 418,116
212. SMALLADD         71.4%   Close: ₹18.21   Delivery Qty: 45,917
213. LT               71.4%   Close: ₹3783.90   Delivery Qty: 2,570,439
214. KAMOPAINTS       71.3%   Close: ₹4.60   Delivery Qty: 317,625
215. HDFCBSE500       71.2%   Close: ₹37.41   Delivery Qty: 589,534
216. TREEHOUSE        71.2%   Close: ₹6.33   Delivery Qty: 31,265
217. CAPITALSFB       71.0%   Close: ₹296.60   Delivery Qty: 25,447
218. DHARMAJ          70.9%   Close: ₹259.95   Delivery Qty: 11,252
219. ZFCVINDIA        70.9%   Close: ₹2358.60   Delivery Qty: 246,914
220. ABSLPSE          70.8%   Close: ₹10.26   Delivery Qty: 91,931
221. BANARBEADS       70.8%   Close: ₹117.38   Delivery Qty: 13,068
222. TRF              70.8%   Close: ₹255.39   Delivery Qty: 30,020
223. JKIL             70.8%   Close: ₹493.10   Delivery Qty: 36,836
224. JHS              70.8%   Close: ₹7.40   Delivery Qty: 50,830
225. GEEKAYWIRE       70.8%   Close: ₹24.34   Delivery Qty: 27,377
226. BAJAJINDEF       70.7%   Close: ₹242.10   Delivery Qty: 13,488
227. SOMICONVEY       70.6%   Close: ₹98.59   Delivery Qty: 8,122
228. AIAENG           70.6%   Close: ₹4828.50   Delivery Qty: 117,370
229. SAMPANN          70.5%   Close: ₹27.08   Delivery Qty: 15,522
230. MAJESAUT         70.4%   Close: ₹386.65   Delivery Qty: 10,674
231. HDFCMOMENT       70.3%   Close: ₹30.84   Delivery Qty: 148,642
232. SANATHAN         70.2%   Close: ₹449.50   Delivery Qty: 67,133
233. CELEBRITY        70.1%   Close: ₹7.19   Delivery Qty: 22,721
234. ASPINWALL        70.1%   Close: ₹267.35   Delivery Qty: 12,418
235. LIKHITHA         70.0%   Close: ₹240.95   Delivery Qty: 16,998
236. WONDERLA         70.0%   Close: ₹470.15   Delivery Qty: 16,434
237. SCHAEFFLER       70.0%   Close: ₹4119.30   Delivery Qty: 29,302
238. MOKSH            69.8%   Close: ₹11.48   Delivery Qty: 34,359
239. NITIRAJ          69.8%   Close: ₹205.91   Delivery Qty: 15,554
240. RAJMET           69.7%   Close: ₹3.51   Delivery Qty: 145,530
241. MKPL             69.7%   Close: ₹4.50   Delivery Qty: 63,166
242. SPLIL            69.6%   Close: ₹33.66   Delivery Qty: 18,323
243. TRACXN           69.4%   Close: ₹29.96   Delivery Qty: 49,989
244. RAJSREESUG       69.4%   Close: ₹30.93   Delivery Qty: 8,331
245. EMAMIPAP         69.3%   Close: ₹90.05   Delivery Qty: 38,084
246. NEXT50BETA       69.3%   Close: ₹77.96   Delivery Qty: 328,244
247. PVTBANKADD       69.2%   Close: ₹28.49   Delivery Qty: 90,012
248. HMAAGRO          69.2%   Close: ₹21.73   Delivery Qty: 110,360
249. SINGERIND        69.2%   Close: ₹66.55   Delivery Qty: 33,160
250. MAANALU          69.0%   Close: ₹118.32   Delivery Qty: 30,618
251. CCCL             69.0%   Close: ₹16.99   Delivery Qty: 119,140
252. WELCORP          69.0%   Close: ₹1680.10   Delivery Qty: 970,946
253. HDFCSML250       68.8%   Close: ₹181.97   Delivery Qty: 1,062,746
254. SBGLP            68.8%   Close: ₹25.09   Delivery Qty: 11,132
255. EXPLEOSOL        68.8%   Close: ₹800.95   Delivery Qty: 7,635
256. PFS              68.7%   Close: ₹30.18   Delivery Qty: 220,177
257. GFLLIMITED       68.7%   Close: ₹45.15   Delivery Qty: 23,048
258. DEFENCE          68.6%   Close: ₹77.84   Delivery Qty: 134,004
259. MOVALUE          68.6%   Close: ₹113.89   Delivery Qty: 37,824
260. POLYMED          68.6%   Close: ₹1715.60   Delivery Qty: 100,454
261. AEPL             68.5%   Close: ₹15.56   Delivery Qty: 9,325
262. MSPL             68.5%   Close: ₹37.04   Delivery Qty: 631,970
263. CONS             68.4%   Close: ₹11.98   Delivery Qty: 16,016
264. ATLANTAELE       68.4%   Close: ₹1741.40   Delivery Qty: 70,535
265. PETRONET         68.2%   Close: ₹278.40   Delivery Qty: 1,515,263
266. ICICIBANK        68.2%   Close: ₹1416.20   Delivery Qty: 8,843,263
267. MAXIND           68.2%   Close: ₹168.63   Delivery Qty: 102,392
268. TICL             68.2%   Close: ₹11.23   Delivery Qty: 360,882
269. OMPOWER          68.2%   Close: ₹173.90   Delivery Qty: 96,840
270. MOALPHA50        68.2%   Close: ₹54.18   Delivery Qty: 59,179
271. WEL              68.1%   Close: ₹101.28   Delivery Qty: 20,502
272. NIVABUPA         68.1%   Close: ₹88.36   Delivery Qty: 1,550,185
273. PAKKA            68.1%   Close: ₹72.93   Delivery Qty: 23,092
274. GOYALALUM        68.1%   Close: ₹6.69   Delivery Qty: 23,922
275. GRMOVER          68.0%   Close: ₹92.28   Delivery Qty: 1,093,653
276. SAMBHAAV         68.0%   Close: ₹6.09   Delivery Qty: 78,114
277. TPHQ             68.0%   Close: ₹0.45   Delivery Qty: 874,780
278. KAJARIACER       67.8%   Close: ₹1237.00   Delivery Qty: 347,870
279. KMSUGAR          67.8%   Close: ₹27.91   Delivery Qty: 77,369
280. BLIL             67.8%   Close: ₹70.37   Delivery Qty: 18,923
281. MWL              67.7%   Close: ₹36.85   Delivery Qty: 247,771
282. GTL              67.7%   Close: ₹7.19   Delivery Qty: 111,349
283. GPPL             67.6%   Close: ₹151.34   Delivery Qty: 1,088,452
284. ONGC             67.6%   Close: ₹247.18   Delivery Qty: 8,990,794
285. VGUARD           67.6%   Close: ₹304.00   Delivery Qty: 126,791
286. MCL              67.4%   Close: ₹53.97   Delivery Qty: 20,746
287. SATIA            67.4%   Close: ₹55.04   Delivery Qty: 30,956
288. ORIENTPPR        67.3%   Close: ₹16.91   Delivery Qty: 57,112
289. TEGA             67.2%   Close: ₹1627.20   Delivery Qty: 50,382
290. RGL              67.2%   Close: ₹120.09   Delivery Qty: 83,776
291. CINEVISTA        67.1%   Close: ₹15.15   Delivery Qty: 12,715
292. HAVISHA          67.1%   Close: ₹1.26   Delivery Qty: 79,919
293. INDOUS           67.0%   Close: ₹87.04   Delivery Qty: 20,318
294. SPENCERS         67.0%   Close: ₹34.57   Delivery Qty: 22,370
295. ATL              67.0%   Close: ₹23.50   Delivery Qty: 64,395
296. LUPIN            67.0%   Close: ₹2493.00   Delivery Qty: 549,751
297. CONTROLPR        66.8%   Close: ₹643.05   Delivery Qty: 8,348
298. HDFCMID150       66.8%   Close: ₹23.41   Delivery Qty: 155,426
299. GLAND            66.7%   Close: ₹2465.10   Delivery Qty: 217,033
300. MADHAVIPL        66.7%   Close: ₹8.30   Delivery Qty: 56,017
301. ANDHRAPAP        66.7%   Close: ₹62.35   Delivery Qty: 32,567
302. CUB              66.6%   Close: ₹220.21   Delivery Qty: 1,728,628
303. XTGLOBAL         66.5%   Close: ₹28.40   Delivery Qty: 12,431
304. NAVINFLUOR       66.5%   Close: ₹7618.00   Delivery Qty: 58,244
305. PITTIENG         66.5%   Close: ₹954.60   Delivery Qty: 10,572
306. SMSPHARMA        66.5%   Close: ₹392.45   Delivery Qty: 85,597
307. NEXT50           66.5%   Close: ₹742.45   Delivery Qty: 7,685
308. LAXMICOT         66.4%   Close: ₹15.52   Delivery Qty: 39,409
309. SHK              66.3%   Close: ₹130.04   Delivery Qty: 135,562
310. AVTNPL           66.3%   Close: ₹70.89   Delivery Qty: 23,481
311. MAXHEALTH        66.3%   Close: ₹1102.70   Delivery Qty: 1,802,192
312. SSDL             66.3%   Close: ₹54.05   Delivery Qty: 14,094
313. HPAL             66.3%   Close: ₹34.44   Delivery Qty: 19,136
314. UYFINCORP        66.3%   Close: ₹16.58   Delivery Qty: 326,274
315. INTENTECH        66.2%   Close: ₹92.61   Delivery Qty: 54,721
316. AAKASH           66.2%   Close: ₹9.16   Delivery Qty: 49,603
317. SML100CASE       66.2%   Close: ₹10.97   Delivery Qty: 686,421
318. AGI              66.1%   Close: ₹694.75   Delivery Qty: 43,798
319. PARKHOSPS        66.1%   Close: ₹291.05   Delivery Qty: 846,819
320. TITAN            66.1%   Close: ₹4579.40   Delivery Qty: 409,198
321. TREJHARA         65.8%   Close: ₹133.61   Delivery Qty: 9,505
322. RKFORGE          65.8%   Close: ₹563.50   Delivery Qty: 1,802,196
323. ITAXIS           65.8%   Close: ₹313.56   Delivery Qty: 9,465
324. INSECTICID       65.7%   Close: ₹669.75   Delivery Qty: 9,677
325. SHANKARA         65.7%   Close: ₹137.03   Delivery Qty: 52,205
326. MODEFENCE        65.5%   Close: ₹102.28   Delivery Qty: 970,961
327. MUKKA            65.4%   Close: ₹23.33   Delivery Qty: 100,278
328. INDTERRAIN       65.3%   Close: ₹30.22   Delivery Qty: 17,441
329. HMVL             65.3%   Close: ₹89.07   Delivery Qty: 50,785
330. UNITDSPR         65.2%   Close: ₹1373.40   Delivery Qty: 630,836
331. HDFCNIF100       65.1%   Close: ₹25.98   Delivery Qty: 30,163
332. MONEYBOXX        65.1%   Close: ₹60.70   Delivery Qty: 13,629
333. BOHRAIND         65.1%   Close: ₹13.55   Delivery Qty: 8,319
334. KNAGRI           65.0%   Close: ₹195.37   Delivery Qty: 8,073
335. KCPSUGIND        65.0%   Close: ₹21.70   Delivery Qty: 40,913
336. MOMENTUM50       65.0%   Close: ₹53.12   Delivery Qty: 238,664
337. SUNDROP          65.0%   Close: ₹636.20   Delivery Qty: 9,619
338. WINDLAS          64.9%   Close: ₹840.15   Delivery Qty: 55,136
339. LTGILTCASE       64.8%   Close: ₹30.45   Delivery Qty: 14,947
340. IRIS             64.7%   Close: ₹252.50   Delivery Qty: 8,683
341. TARACHAND        64.7%   Close: ₹57.05   Delivery Qty: 40,351
342. HECPROJECT       64.6%   Close: ₹123.57   Delivery Qty: 7,397
343. ESTER            64.6%   Close: ₹88.60   Delivery Qty: 22,968
344. MANOMAY          64.5%   Close: ₹181.72   Delivery Qty: 7,145
345. TREL             64.4%   Close: ₹24.97   Delivery Qty: 29,855
346. UTIAMC           64.4%   Close: ₹968.75   Delivery Qty: 270,692
347. FOODSIN          64.4%   Close: ₹60.20   Delivery Qty: 75,227
348. PYRAMID          64.4%   Close: ₹165.04   Delivery Qty: 10,887
349. KELLTONTEC       64.4%   Close: ₹14.93   Delivery Qty: 1,103,575
350. OSWALGREEN       64.3%   Close: ₹21.98   Delivery Qty: 47,016
351. ATLANTAA         64.3%   Close: ₹37.94   Delivery Qty: 27,216
352. SCILAL           64.2%   Close: ₹42.20   Delivery Qty: 119,478
353. RELIGARE         64.2%   Close: ₹267.85   Delivery Qty: 488,045
354. IOC              64.2%   Close: ₹140.24   Delivery Qty: 13,683,910
355. ALPHA            64.2%   Close: ₹51.93   Delivery Qty: 460,199
356. STANLEY          64.2%   Close: ₹155.79   Delivery Qty: 50,397
357. OSWALSEEDS       64.1%   Close: ₹10.76   Delivery Qty: 8,575
358. ORKLAINDIA       64.1%   Close: ₹588.95   Delivery Qty: 59,888
359. AXITA            64.1%   Close: ₹7.50   Delivery Qty: 58,182
360. METROBRAND       64.1%   Close: ₹1033.40   Delivery Qty: 27,824
361. NDL              64.1%   Close: ₹2.38   Delivery Qty: 532,582
362. MHRIL            64.0%   Close: ₹225.94   Delivery Qty: 104,581
363. GICRE            63.9%   Close: ₹367.00   Delivery Qty: 576,324
364. JSL              63.9%   Close: ₹724.25   Delivery Qty: 300,675
365. BAJAJHLDNG       63.9%   Close: ₹10531.00   Delivery Qty: 27,116
